source_file,category_name_original,category_name_english,item_name_original,item_name_english,item_description_original,item_price,item_additional_notes
Harits_New Taipei City (42).json,午餐特餐,Lunch special,青醬燉飯與鹽之花烤什疏(素),Baked vegetables & risotto w/pesto sauce,,$780,
Harits_New Taipei City (42).json,午餐特餐,Lunch special,荷蘭汁烤鱸魚與豬里肌搭西班牙火腿,Baked pork loin & sea bass w/Hollandaise sauce,,$980,
Harits_New Taipei City (42).json,午餐特餐,Lunch special,官邸慢燉小羊膝,Stewed lamb shank,,$1080,
Harits_New Taipei City (42).json,午餐特餐,Lunch special,厚切美國 prime 沙朗牛排(14oz),U.S. D. A. Prime sirloin steak,,$1580,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,義大利濃縮咖啡,Espresso,,$170,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,特調冰咖啡,Iced coffee,,$220,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,美式咖啡,Americano,,$180,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,冰濃縮咖啡,Double espresso shake,,$200,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,手沖綜合咖啡,Blend Coffee,,$200,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,冰拿鐵,Iced latte,,$250,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,卡布基诺,Cappuccino,,$220,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,冰摩卡基諾,Iced mochaccino,,$260,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,拿鐵,Caffe latte,,$240,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,漂浮冰淇淋咖啡,Coffee float,,$260,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,摩卡基諾,Mochaccino,,$250,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,濃縮咖啡+冰淇淋,Espresso & ice cream,,$280,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,皇家咖啡(加VSOP),Coffee royal,,$300,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,咖啡奶昔,Coffee milkshake,,$300,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,焦糖卡布基诺,Caramel cappuccino,,$250,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,曼巴手沖咖啡,Mandheling & Brasil,,$230,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,耶加雪菲,yirgacheffe,,$250,
Harits_New Taipei City (43).json,冰咖啡,Iced coffee,黃金曼特林,Golden Mandheling,,$250,
Harits_New Taipei City (41).json,主菜,Main course,美國 Prime 肋眼牛排(10oz),U.S. D. A. prime ribeye steak,,$1280,
Harits_New Taipei City (41).json,主菜,Main course,油封功夫鴨腿,Confit de canard,,$850,
Harits_New Taipei City (41).json,主菜,Main course,安格斯 Prime 無骨牛小排(8oz),U.S. Angus prime boneless short rib,,$1580,
Harits_New Taipei City (41).json,主菜,Main course,煎烤龍膽石斑佐油漬松露切片,Giant grouper w/oily truffle,,$1180,
Harits_New Taipei City (41).json,主菜,Main course,美國 Prime 菲力牛排(6oz) 佐義大利牛肝菌,U.S. D. A. prime filet steak,,$1580,
Harits_New Taipei City (41).json,主菜,Main course,烤法國春雞,Roasted French spring chicken,,$780,"*需時40分鐘,限量供應*"
Harits_New Taipei City (41).json,主菜,Main course,肋眼上蓋-老饕牛排(4 oz)搭 七星斑紅條魚,U.S.D. A. ribeye cap & red coral trout,,$1980,
Harits_New Taipei City (41).json,主菜,Main course,法國鹽之花爐烤青衣魚,Baked green wrasse w/fleur de sel,,$980,
Harits_New Taipei City (41).json,主菜,Main course,法式小羔羊排佐鯷魚芥末醬,Roasted lamb chops w/ anchovy & pommery mustard sauce,,$1680,
Harits_New Taipei City (41).json,主菜,Main course,菲力牛排佐香煎法式鵝肝,Filet steak & foie gras,,$2080,
Harits_New Taipei City (41).json,主菜,Main course,海陸特餐(頂級無骨牛小排 + 龍蝦尾),Surf & Turf,,$2180,
Harits_New Taipei City (41).json,主菜,Main course,龍蝦大蛤蘆筍天使細麵,Angel hair w/ lobster & big clams,,$780,
Harits_New Taipei City (41).json,主菜,Main course,厚切20盎司肋眼牛排,U.S. prime rib eye steak (20 oz),,$3680,雙人套餐
brendon_順吉海鮮快炒_0.json,川燙類,,白 蝦,,,220,
brendon_順吉海鮮快炒_0.json,川燙類,,鹹豬肉,,,200,
brendon_順吉海鮮快炒_0.json,川燙類,,海瓜子,,,180,
brendon_順吉海鮮快炒_0.json,川燙類,,飛魚卵香腸,,,200,
brendon_順吉海鮮快炒_0.json,川燙類,,中 卷,,,時價,
brendon_順吉海鮮快炒_0.json,川燙類,,塔香黑螺肉,,,180,
brendon_順吉海鮮快炒_0.json,川燙類,,活 蝦,,,時價,
brendon_順吉海鮮快炒_0.json,川燙類,,糖醋魚片,,,180,
brendon_順吉海鮮快炒_0.json,川燙類,,墨魚香腸,,,200,
brendon_順吉海鮮快炒_0.json,川燙類,,橙汁魚片,,,180,
brendon_順吉海鮮快炒_0.json,季節時蔬,,蒜泥白肉,,,180,
brendon_順吉海鮮快炒_0.json,酥炸類,,高麗菜,,,120,
brendon_順吉海鮮快炒_0.json,酥炸類,,薑絲大腸,,,180,
brendon_順吉海鮮快炒_0.json,酥炸類,,花枝丸,,,150,
brendon_順吉海鮮快炒_0.json,酥炸類,,芹菜花枝,,,180,
brendon_順吉海鮮快炒_0.json,酥炸類,,龍鬚菜,,,120,
brendon_順吉海鮮快炒_0.json,酥炸類,,三鮮,,,200,
brendon_順吉海鮮快炒_0.json,酥炸類,,龍 珠,,,180,
brendon_順吉海鮮快炒_0.json,酥炸類,,娃娃菜,,,120,
brendon_順吉海鮮快炒_0.json,酥炸類,,客家小炒,,,200,
brendon_順吉海鮮快炒_0.json,酥炸類,,海鮮卷,,,180,
brendon_順吉海鮮快炒_0.json,酥炸類,,苦瓜鹹蛋,,,120,
brendon_順吉海鮮快炒_0.json,酥炸類,,蚵仔酥,,,200,
brendon_順吉海鮮快炒_0.json,酥炸類,,五更腸旺,,,200,
brendon_順吉海鮮快炒_0.json,酥炸類,,蔥爆牛肉,,,200,
brendon_順吉海鮮快炒_0.json,酥炸類,,四季肥腸,,,200,
brendon_順吉海鮮快炒_0.json,酥炸類,,魚皮白菜滷,,,200,
brendon_順吉海鮮快炒_0.json,湯 類,,鳳梨蝦球,,,200,
brendon_順吉海鮮快炒_0.json,湯 類,,蟹黄海鮮煲,,,200,
brendon_順吉海鮮快炒_0.json,湯 類,,脆皮肥腸,,,220,
brendon_順吉海鮮快炒_0.json,湯 類,,蚵仔湯,,,180,
brendon_順吉海鮮快炒_0.json,湯 類,,蛤仔湯,,,180,
brendon_順吉海鮮快炒_0.json,湯 類,,金沙豆腐,,,220,
brendon_順吉海鮮快炒_0.json,湯 類,,糖醋排骨,,,200,
brendon_順吉海鮮快炒_0.json,湯 類,,橙汁排骨,,,200,
brendon_順吉海鮮快炒_0.json,湯 類,,月亮蝦餅,,,220,
brendon_順吉海鮮快炒_0.json,湯 類,,味噌魚湯,,,180,
brendon_順吉海鮮快炒_0.json,湯 類,,蒜頭雞蛤仔湯,,,350,
brendon_順吉海鮮快炒_0.json,湯 類,,蒜苗鯊魚,,,200,
brendon_順吉海鮮快炒_0.json,湯 類,,金沙中卷,,,時價,
brendon_順吉海鮮快炒_0.json,湯 類,,剝皮辣椒雞湯,,,500,
brendon_順吉海鮮快炒_0.json,湯 類,,豆鼓虱目魚肚,,,220,
brendon_順吉海鮮快炒_0.json,湯 類,,麻辣水煮牛,,,250,
brendon_順吉海鮮快炒_0.json,湯 類,,鳳梨苦瓜雞湯,,,500,
brendon_順吉海鮮快炒_0.json,湯 類,,豆鼓鮮蚵,,,260,
brendon_順吉海鮮快炒_0.json,湯 類,,魷魚螺肉蒜,,,500,
brendon_順吉海鮮快炒_0.json,湯 類,,蒜泥鮮蚵,,,260,
brendon_順吉海鮮快炒_0.json,飯麵類,,油條鮮蚵,,,260,
brendon_順吉海鮮快炒_0.json,飯麵類,,蝦仁炒飯,,,80,
brendon_順吉海鮮快炒_0.json,飯麵類,,梅干扣肉,,,280,
brendon_順吉海鮮快炒_0.json,飯麵類,,肉絲蚵仔炒麵,,,80,
brendon_順吉海鮮快炒_0.json,本港現撈魚,,麻油松板肉,,,300,
brendon_順吉海鮮快炒_0.json,本港現撈魚,,海鮮粥,,,260,
brendon_順吉海鮮快炒_0.json,本港現撈魚,,清蒸,,,,
brendon_順吉海鮮快炒_0.json,本港現撈魚,,鮮魚米粉湯,,,260,
brendon_順吉海鮮快炒_0.json,本港現撈魚,,紅燒,,,,
brendon_順吉海鮮快炒_0.json,本港現撈魚,,筍絲問蹄膀,,,680,
brendon_順吉海鮮快炒_0.json,三杯類,,乾煎,,,,
brendon_順吉海鮮快炒_0.json,三杯類,,三杯皮蛋,,,250,
brendon_順吉海鮮快炒_0.json,三杯類,,鹽烤,,,,
brendon_順吉海鮮快炒_0.json,三杯類,,三杯 田雞,,,280,
brendon_順吉海鮮快炒_0.json,三杯類,,活蝦,,,時價,
brendon_順吉海鮮快炒_0.json,三杯類,,珍味佛跳牆,,,880,
brendon_順吉海鮮快炒_0.json,三杯類,,三杯中卷,,,280,
brendon_順吉海鮮快炒_0.json,三杯類,,桂花螃蟹,,,時價,
brendon_順吉海鮮快炒_0.json,涼拌類,,重慶麻辣烤魚,,,880,
brendon_順吉海鮮快炒_0.json,涼拌類,,生魚片,,,220,
brendon_順吉海鮮快炒_0.json,涼拌類,,魚蛋沙拉,,,180,
brendon_順吉海鮮快炒_0.json,涼拌類,,脆皮油雞,,,380,
brendon_蠔煎大王_2.json,品項,,碳烤魷魚,,,,
brendon_蠔煎大王_2.json,品項,,炒白蝦,,,200,
brendon_蠔煎大王_2.json,品項,,煎鐵板蚵仔蛋,,,120,
brendon_蠔煎大王_2.json,品項,,碳烤香腸,,,,1支
brendon_蠔煎大王_2.json,品項,,燙白蝦,,,200,
brendon_蠔煎大王_2.json,品項,,燙生魷魚,,,100,
brendon_蠔煎大王_2.json,品項,,燙鮮蚵仔,,,100,
brendon_蠔煎大王_2.json,品項,,碳烤鮮魚,,,時價,
brendon_蠔煎大王_2.json,品項,,鮮魚湯,,,100起,
brendon_蠔煎大王_2.json,品項,,碳烤鳳螺,,,100,
brendon_蠔煎大王_2.json,品項,,代客烤,,,100起,(人多時不代料)
brendon_蠔煎大王_2.json,品項,,蚵仔湯,,,50,
brendon_蠔煎大王_2.json,品項,,綜合煎,,,100,
brendon_蠔煎大王_2.json,品項,,蛤蜊湯,,,50,
brendon_蠔煎大王_2.json,品項,,蚵嗲 花枝丸,,,,1支
brendon_蠔煎大王_2.json,品項,,蚵仔煎,,,50,
brendon_蠔煎大王_2.json,品項,,蝦仁煎,,,60,
brendon_蠔煎大王_2.json,品項,,各類酥炸海鮮,,,一份100,
brendon_蠔煎大王_2.json,品項,,炒海鮮麵,,,80,
brendon_蠔煎大王_2.json,品項,,海鮮湯麵,,,80,
brendon_蠔煎大王_2.json,品項,,台啤金牌,,,70,(瓶)
brendon_蠔煎大王_2.json,品項,,海鮮粥,,,80,
brendon_蠔煎大王_2.json,品項,,台啤金牌,,,,(罐)
brendon_蠔煎大王_2.json,品項,,蝦仁蛋炒飯,,,60,
brendon_蠔煎大王_2.json,品項,,炒蛤蜊,,,150,
brendon_蠔煎大王_2.json,品項,,海尼根,,,100,(瓶)
brendon_蠔煎大王_2.json,品項,,炒青菜,,,80起,
brendon_蠔煎大王_2.json,品項,,各類飲品,,,30起,
brendon_蠔煎大王_2.json,品項,,櫻花蝦蛋炒飯,,,,
daniele_NANTOU_林家麵線  .json,麵線類,,肉焿麵,,,50,
daniele_NANTOU_林家麵線  .json,麵線類,,大腸麵線,,,,
daniele_NANTOU_林家麵線  .json,麵線類,,魷魚焿麵,,,50,
daniele_NANTOU_林家麵線  .json,麵線類,,綜合焿麵,,,55,
daniele_NANTOU_林家麵線  .json,麵線類,,蚵仔麵線,,,,
daniele_NANTOU_林家麵線  .json,麵線類,,肉焿米粉,,,50,
daniele_NANTOU_林家麵線  .json,麵線類,,乾麵,,,30,
daniele_NANTOU_林家麵線  .json,麵線類,,肉焿麵線,,,,
daniele_NANTOU_林家麵線  .json,湯 類,,肉焿湯,,,40,
daniele_NANTOU_林家麵線  .json,湯 類,,綜合麵線,,,,
daniele_NANTOU_林家麵線  .json,湯 類,,魷魚焿湯,,,40,
daniele_NANTOU_林家麵線  .json,湯 類,,綜合焿湯,,,45,
daniele_NANTOU_林家麵線  .json,湯 類,,清麵線,,,,
daniele_NANTOU_林家麵線  .json,湯 類,,清焿湯,,,35,
daniele_NANTOU_林家麵線  .json,湯 類,,竹筍湯,,,30,
daniele_NANTOU_林家麵線  .json,飯 類,,魯蛋,,,10,
daniele_NANTOU_林家麵線  .json,飯 類,,焢肉飯,,,,
daniele_NANTOU_林家麵線  .json,飯 類,,涼拌小黃瓜,,,30,
daniele_NANTOU_林家麵線  .json,飯 類,,燙青菜,,,30,
daniele_NANTOU_林家麵線  .json,飯 類,,肉焿飯,,,50,
daniele_NANTOU_林家麵線  .json,飯 類,,魷魚焿飯,,,50,
daniele_NANTOU_林家麵線  .json,飯 類,,魯大腸,,,50,
daniele_NANTOU_林家麵線  .json,飯 類,,燙魷魚,,,,
daniele_NANTOU_林家麵線  .json,飯 類,,綜合飯,,,55,
daniele_NANTOU_林家麵線  .json,飯 類,,肉焿冬粉,,,50,
daniele_NANTOU_林家麵線  .json,飯 類,,漫鮮蚵,,,100,
daniele_NANTOU_林家麵線  .json,飯 類,,豬頭皮,,,30,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,蒜泥白肉,,,300,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,原味葡式,,,,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,抹茶紅豆,,,,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,日式香酥豬排,,,350,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,紅茶,,,,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,冬瓜,,,,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,沖繩黑糖,,,,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,比利時巧克力,,,,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,BBQ燒烤雞腿,,,350,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,咖啡,,,,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,百香果,,,,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,北海道鮮奶,,,,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,日式養生竹炭,,,,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,日式香烤鯖魚,,,350,
daniele_NANTOU_町固餐點坊_2.json,奶霜系列,,蕃茄牛腩飯,,,400,
daniele_NANTOU_町固餐點坊_2.json,飲 品,,6顆/盒,,,300元,
daniele_NANTOU_町固餐點坊_2.json,飲 品,,養生雞酒飯,,,420,
daniele_NANTOU_町固餐點坊_2.json,飲 品,,麻油猴頭菇,,,330,(葷)
daniele_NANTOU_町固餐點坊_2.json,飲 品,,原味綠茶,,,80,
daniele_NANTOU_町固餐點坊_2.json,炸 物,,麻油猴頭菇,,,320,(素)
daniele_NANTOU_町固餐點坊_2.json,炸 物,,原味紅茶,,,90,
daniele_NANTOU_町固餐點坊_2.json,炸 物,,青檸百香果,,,90,
daniele_NANTOU_町固餐點坊_2.json,炸 物,,香酥脆薯,,,100,
daniele_NANTOU_町固餐點坊_2.json,炸 物,,特調奶茶,,,90,
daniele_NANTOU_町固餐點坊_2.json,炸 物,,鮮嫰炸雞塊,,,100,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,初戀羅望子,,,90,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,洋蔥圈,,,100,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,經典咖啡,,,100,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,地瓜球,,,100,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,南洋風味叻沙鍋,,,330,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,洛神烏梅汁,,,100,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,蕃茄牛腩鍋,,,400,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,決明子菊花茶,,,100,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,厚切手工甜不辣,,,100,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,法式可可,,,100,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,養生雞酒鍋,,,420,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,微笑薯餅,,,100,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,薑汁撞奶,,,100,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,(麻油)菇菇養生鍋,,,330,(葷)
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,經濟雙拼,,,190,(以上任選2)
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,薑汁檸檬,,,100,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,(麻油)菇菇養生鍋,,,320,(素)
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,豪華三拼,,,270,(以上任選3)
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,百香綠茶,,,100,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,百香紅茶,,,100,
daniele_NANTOU_町固餐點坊_2.json,鍋 物,,咖啡,,,,
daniele_NANTOU_町固餐點坊_2.json,鮮果汁系列,,紅茶拿鐵,,,120,
daniele_NANTOU_町固餐點坊_2.json,鮮果汁系列,,羅望子,,,,
daniele_NANTOU_町固餐點坊_2.json,鮮果汁系列,,拿鐵咖啡,,,120,
daniele_NANTOU_町固餐點坊_2.json,鮮果汁系列,,仲夏野莓,,,150,
daniele_NANTOU_町固餐點坊_2.json,鮮果汁系列,,百香果,,,,
daniele_NANTOU_町固餐點坊_2.json,鮮果汁系列,,伯爵茶,Earl Grey,,120,
daniele_NANTOU_町固餐點坊_2.json,鮮果汁系列,,翡翠綜合,,,150,
daniele_NANTOU_町固餐點坊_2.json,鮮果汁系列,,酪梨布丁,,,160,
daniele_NANTOU_町固餐點坊_2.json,鮮羊乳系列,,綠拿鐵,,,160,
daniele_NANTOU_町固餐點坊_2.json,鮮羊乳系列,,在地鮮羊乳,,,60,(180cc)
daniele_NANTOU_町固餐點坊_2.json,鮮羊乳系列,,時令果汁,,,150,
daniele_NANTOU_町固餐點坊_2.json,鮮羊乳系列,,在地鮮羊乳,,,250,(900cc)
Harits_New Taipei City (12).json,湯類 湯類,。 soups,蚵仔湯,Clear oyster soup,カキスープ 生姜風味,NT$90(1人份),
Harits_New Taipei City (12).json,湯類 湯類,。 soups,香菇雞片湯,Clear soup with chicken and mushrooms,地鶏のシイタケスープ 塩風味,NT$90(1人份),
Harits_New Taipei City (12).json,湯類 湯類,。 soups,薑絲蛤蜊湯,Clam and ginger soup,ハマグリスープ 生姜風味,NT$90(1人份,
Harits_New Taipei City (12).json,湯類 湯類,。 soups,酸菜肚片湯,Clear soup with pork stomach and preserved mustard greens,豚ガツの高菜漬けスープ,NT$90(1人份,
Harits_New Taipei City (12).json,湯類 湯類,。 soups,魩仔魚羹,Anchovy and green vegetable broth,シラスのヒユナとろみスープ,,
Harits_New Taipei City (12).json,湯類 湯類,。 soups,家常酸辣湯,Hot and sour soup,サンㄎ一タソ,,
Harits_New Taipei City (12).json,湯類 湯類,。 soups,手打魷魚羹,Superior squid broth with bamboo shoots,スルメイカとイカすり身のとろみスープ,,
Harits_New Taipei City (12).json,湯類 湯類,。 soups,雞蓉玉米湯,Chicken and corn soup,タイワンスタイル 鶏肉入りコーンスープ,,
Harits_New Taipei City (12).json,湯類 湯類,。 soups,番茄海鮮湯,Tomato broth with seafood,一 い -7-2 シ,,
Harits_New Taipei City (2).json,青菜料理,,野菜山蘇,,,300,
Harits_New Taipei City (2).json,青菜料理,,季節時蔬,,,300,
Harits_New Taipei City (2).json,青菜料理,,古味滷筍,,,300,
Harits_New Taipei City (2).json,青菜料理,,清炒百合,,,350,
Harits_New Taipei City (2).json,青菜料理,,淮山蘆筍,,,400,
Harits_New Taipei City (2).json,青菜料理,,百合蘆筍,,,400,
Harits_New Taipei City (2).json,青菜料理,,芝麻牛蒡,,,250,
Harits_New Taipei City (2).json,肉類料理,,粉嫩豬肝,,,400,冷盤
Harits_New Taipei City (2).json,肉類料理,,蔥爆牛肉,,,480,
Harits_New Taipei City (2).json,肉類料理,,薑絲腸頭,,,480,
Harits_New Taipei City (2).json,肉類料理,,脆皮肥腸,,,480,
Harits_New Taipei City (2).json,肉類料理,,麻油腰子,,,500,
Harits_New Taipei City (2).json,肉類料理,,白切土雞,,,700,
Harits_New Taipei City (2).json,肉類料理,,三杯土雞,,,800,
Harits_New Taipei City (2).json,肉類料理,,蒜酥土雞,,,800,
Harits_New Taipei City (2).json,海鮮料理,,香酥蝦捲,,,240,乙份6條
Harits_New Taipei City (2).json,海鮮料理,,蒜泥香蚵,,,300,
Harits_New Taipei City (2).json,海鮮料理,,酥炸香蚵,,,400,
Harits_New Taipei City (2).json,海鮮料理,,九香蛤蜊,,,350,
Harits_New Taipei City (2).json,海鮮料理,,燒烤九孔,,,440,乙份4顆
Harits_New Taipei City (2).json,海鮮料理,,枸杞九孔,,,440,乙份4顆
Harits_New Taipei City (6).json,丸滿招牌菜,,南煎豬肝,Stir-fried pig liver,,220,🌶
Harits_New Taipei City (6).json,丸滿招牌菜,,蒜香烏魚腱,Deep-fried mullet stomach with garlic,,,時價/時価 Seasonal price
Harits_New Taipei City (6).json,丸滿招牌菜,,香蒜龍珠,Stir-fried octopus mouth with garlic,,280,
Harits_New Taipei City (6).json,丸滿招牌菜,,魯雞腳,Stewed chicken feet,,200,
Harits_New Taipei City (6).json,丸滿招牌菜,,酒仙肥腸,Stir-fried mexico chili pepper and pig intestine,,320,🌶
Harits_New Taipei City (6).json,丸滿招牌菜,,古早味白菜滷,Stewed Chinese cabbage,,120,
Harits_New Taipei City (6).json,丸滿招牌菜,,韭菜花雙蛋油條,Stir-fried chive flower with egg and century egg,,220,
Harits_New Taipei City (6).json,丸滿招牌菜,,蒜苗石斑肚,Stir-fried fish stomach with garlic sprout,,320,🌶
Harits_New Taipei City (6).json,丸滿招牌菜,,吻仔魚炒小花生,Stir-fried withbait with peanuts,,280,🌶
Harits_New Taipei City (6).json,丸滿招牌菜,,雞閙豆腐煲,Fried egg with tofu,,280,🌶
Harits_New Taipei City (6).json,丸滿招牌菜,,麻油腰花,Boiled pork kidney with sesame oil,,280,
Harits_New Taipei City (6).json,丸滿招牌菜,,古早煎豆腐,Taiwanese sauteed tofu,,180,
Harits_New Taipei City (6).json,丸滿招牌菜,,麻油雙腰,Boiled pork kidney and chicken testicles with sesame oil,,600,
Harits_New Taipei City (6).json,丸滿招牌菜,,招牌樹子豆腐,Fried tofu with cordia,,220,
Harits_New Taipei City (6).json,丸滿招牌菜,,麻油松板肉,Boiled pork neck with sesame oil,,280,
Harits_New Taipei City (6).json,丸滿招牌菜,,香煎蝦,Fried shrimp with Shaoxing wine,,380,
Harits_New Taipei City (6).json,丸滿招牌菜,,塔香酥蚵,Deep-fried oyster with basil,,220,WAMAN SIGNATURE DISH o
Harits_New Taipei City (6).json,丸滿招牌菜,,蒜味蝦,Stir-fried shrimp with garlic,,380,WAMANO ATURE DISH
Harits_New Taipei City (16).json,開胃小點,Crispy Sides.,扁豆脆餅,Roasted Papad,,ntd 60,
Harits_New Taipei City (16).json,開胃小點,Crispy Sides.,黃金薯餅佐蓮子豆咖哩,Balle Punjabi Tikki Chole,"Aloo Chole Tikki is a Famous Street food of India. Tikki are made of Potatoes with Indian Flavoured Spices, served with Chickpea Gravy in a Rich Tangy Sauce Accompanied with Mint & Tamarind Chutney.",ntd 410,
Harits_New Taipei City (16).json,開胃小點,Crispy Sides.,滿洲獅子丸,Veg Manchurian's,Manchurian is the result of the Adaption of Chinese cooking & seasoning techniques to suit Indian tastes.Its developed by Small Chinese Comunity which lived in Kolkatta for century.,ntd 410,
Harits_New Taipei City (16).json,Khane de Naal Naal. Salads.,Khane de Naal Naal. Salads.,小黃瓜優格沙拉,Cucumber Raita,,ntd 120,
Harits_New Taipei City (16).json,Khane de Naal Naal. Salads.,Khane de Naal Naal. Salads.,綜合優格沙拉,Mixed Raita,,ntd 125,
Harits_New Taipei City (16).json,Khane de Naal Naal. Salads.,Khane de Naal Naal. Salads.,涼拌辣味洋蔥,Lacha Pyaaz Spicy,,ntd 60,
Harits_New Taipei City (16).json,正統印度濃湯,Shorba Soups.,蘑菇蔬菜濃湯,Bahar E Sabaz Shorba,,90 ntd,
Harits_New Taipei City (16).json,正統印度濃湯,Shorba Soups.,黑胡椒雞肉濃湯,Kukkad Kaali Mirch Shorba,,ntd 100,
Harits_New Taipei City (10).json,開胃小點,Crispy Sides.,扁豆脆餅,Roasted Papad,Crispy Lentil Wafers.,60,
Harits_New Taipei City (10).json,開胃小點,Crispy Sides.,帕尼普里爆汁脆球,Balle Balle Pani Puri,(Gol Gappa's),160,
Harits_New Taipei City (10).json,開胃小點,Crispy Sides.,黃金薯餅佐蓮子豆咖哩,Balle Punjabi Tikki Chole,"Aloo Chole Tikki is a Famous Street food of India. Tikki are made of Potatoes with Indian Flavoured Spices, served with Chickpea Gravy in a Rich Tangy Sauce Accompanied with Mint & Tamarind Chutney.",410,
Harits_New Taipei City (10).json,開胃小點,Crispy Sides.,香料窯烤乳酪塊,Amritsari Paneer Tikka,"Paneer Marinated with Yogurt, Cream , Cashewnut paste & Special Punjabi spices. Skewered in Clay oven.",,
Harits_New Taipei City (10).json,開胃小點,Crispy Sides.,滿洲獅子丸,Veg Manchurian's,Manchurian is the result of the Adaption of Chinese cooking & seasoning techniques to suit Indian tastes.Its developed by Small Chinese Comunity which lived in Kolkatta for century,410,
Harits_New Taipei City (10).json,Khane de Naal Naal. Salads.,Khane de Naal Naal. Salads.,薑風味窯烤乳酪塊,Achari Paneer Tikka,"Paneer Marinated with Yogurt & flavoured with Pickle, Skewered in Clay Oven",,
Harits_New Taipei City (10).json,Khane de Naal Naal. Salads.,Khane de Naal Naal. Salads.,小黃瓜優格沙拉,Cucumber Raita,,120,
Harits_New Taipei City (10).json,Khane de Naal Naal. Salads.,Khane de Naal Naal. Salads.,綜合優格沙拉,Mixed Raita,,125,
Harits_New Taipei City (10).json,Khane de Naal Naal. Salads.,Khane de Naal Naal. Salads.,涼拌辣味洋蔥,Lacha Pyaaz Spicy,,60,
Harits_New Taipei City (10).json,Khane de Naal Naal. Salads.,Khane de Naal Naal. Salads.,菠菜風味窯烤乳酪塊,Hariyali Paneer Tikka,Paneer Marinated with Mint and Spinach. Skewered in Clay Oven.,,
Harits_New Taipei City (10).json,正統印度濃湯,Shorba Soups.,蘑菇蔬菜濃湯,Bahar E Sabaz Shorba,Fresh Vegetables Seasoned Soup.,100,
Harits_New Taipei City (10).json,正統印度濃湯,Shorba Soups.,黑胡椒雞肉濃湯,Kukkad Kaali Mirch Shorba,Shredded Chicken garnished with Crushed Black Pepper.,,
Harits_New Taipei City (1).json,海鮮料理,Seafood,蒜炒烏魚胗,Stir-Fried Mullet Stomach,,,
Harits_New Taipei City (1).json,海鮮料理,Seafood,蒜炒烏魚膘,Stir-Fried Mullet Milt with Garlic Sauce,,,時價
Harits_New Taipei City (1).json,海鮮料理,Seafood,金沙鹹酥蝦,Fried Shrimps with Salt and Salted Egg Yolk,,,
Harits_New Taipei City (1).json,海鮮料理,Seafood,芹菜中卷,Stir-Fried Squid with Celery,,,冬季限定
