source_file,category_name_original,category_name_english,item_name_original,item_name_english,item_description_original,item_price,item_additional_notes
brendon_阿金美食館_1.json,湯類,,臘肉炒飯,,,60,
brendon_阿金美食館_1.json,湯類,,貢丸湯,,,25,
brendon_阿金美食館_1.json,湯類,,牛肉炒飯,,,70,
brendon_阿金美食館_1.json,燴飯類,,魚丸湯,,,25,
brendon_阿金美食館_1.json,燴飯類,,花枝丸湯,,,25,
brendon_阿金美食館_1.json,燴飯類,,沙茶豬肉燴飯,,,70,
brendon_阿金美食館_1.json,燴飯類,,肝腱湯,,,35,
brendon_阿金美食館_1.json,燴飯類,,沙茶牛肉燴飯,,,80,
brendon_阿金美食館_1.json,燴飯類,,粉腸湯,,,35,
brendon_阿金美食館_1.json,炒麵類,,滷蛋,,,10,
brendon_阿金美食館_1.json,炒麵類,,肉絲炒麵,,,60,
brendon_阿金美食館_1.json,炒麵類,,牛肉炒麵,,,70,
brendon_阿金美食館_1.json,海鮮類,,鍋燒海鮮意麵,,,70,
brendon_阿金美食館_1.json,海鮮類,,鍋燒海鮮麵,,,70,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,,,韓金量炸雞,,,,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,撒粉口味,,雙人分享餐,,,359元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,撒粉口味,,個人炸雞套餐,,,209元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,撒粉口味,,輕量級Small炸雞,,,100元,│均附脆薯
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,撒粉口味,,金量級Large炸雞,,,140元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,撒粉口味,,升級加年糕,Han Jin fried chicken & rice cake,,160元,韓金SET 金量級炸雞
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,撒粉口味,,·韓金辣炒年糕,Tteokbokki,,90元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,撒粉口味,,・韓金辛拉麵套餐,,,179元,輕量級炸雞+350飲料+醃蘿蔔
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,撒粉口味,,半翅半肉,Half wing &half meat <with pickled radish>,,249元,"《一半雞翅3組6等分,一半腿肉》"
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,撒粉口味,,半半雞翅,Half & Half wings <with pickled radish>,,249元,"《12等份,6支二節,6支棒棒腿》"
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,半半系列,,半半炸雞,Half & Half fried chicken <with pickled radish,,249元,《去骨腿肉》
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,半半系列,,・韓金咖哩飯套餐,,,179元,▲輕量級炸雞+350飲料+醃蘿蔔
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,半半系列,,韓金腿排套餐,,,160元,▲腿排+小薯+350飲料
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,半半系列,,韓金大四喜,,,199元,《任意搭配單點區內5號~20號》
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金辛拉麵,,,90元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金拔絲起司球,Cheese balls,,50元,(5顆)
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金單醬咖哩飯,,,90元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金小雞塊,,,50元,(5塊)
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金腿排,,,90元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金花枝丸,,,50元,(5顆)
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金雞腿,Drumstick,,60元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金洋蔥圈,,,50元,(7個)
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金炸年糕,fried rice cake,,50元,"▲選醬類,不能搭配撒粉"
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金熱狗棒,,,50元,(1隻)
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金薯餅,,,50元,(3片)
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金地瓜薯條,Sweet potato fries,,50元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金甜不辣,Fried tempura,,50元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金脆脆薯,Crispy potato,,60元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,柚香蘿蔔,Pomelo pickled daikon,,30元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金套圈圈,Fried squid ring,,60元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金迷你海鮮餅,Mini seafood pancake,,,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,350 可樂,,,35元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金布朗尼球,Chocolate brownie,,60元,(5顆)
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,350 雪碧,,,35元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,1250可樂,,,55元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金花枝蝦條,Sliced shrimp,,55元,(3條)
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,1250雪碧,,,55元,
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金魚條,Fish chips,,60元,(4條)
brendon_韓金量 新韓式炸雞 苗栗頭份店_0.json,韓金單點,,韓金莫札瑞拉乳酪條,,,60元,(3條)
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,美式薯條,French Fries,,$ 70,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,酥脆洋蔥圈,Onion Rings,,$ 70,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,主廚濃湯,Daily Soup,,$ 70,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,斑馬麵包,Zebra bread,,$ 80,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,酥炸雞柳條,Chicken Fingers,,$ 130,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,水牛城辣雞翅,Buffalo Wings,,$ 130,🌶
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,馬芝瑞拉起司條,Mozzarella Sticks,,$ 150,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,香濃起司餅佐莎莎醬,Stringy Cheese Flatbread With Salsa Sauce,,$ 150,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,蒜味橄欖油鮮蝦,Shrimps With Garlic Oil,,$ 210,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,酥炸中卷,Fried Calamari,,$ 210,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,海鮮拼盤,Seafood Platter,,$ 290,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,豪華綜合拼盤,Luxury Fried Platter,,$ 270,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,斑馬沙拉,,Italian Vinaigrette/ Honey Mustard/ Ranch Dressing/ Aioli 義式油醋醬/蜂蜜芥末醬/鄉村醬/蒜味美乃滋,$ 150,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,凱薩沙拉,Caesar Salad,,$ 230,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,藜麥蔬果沙拉,Quinoa Salad,義式油醋醬/蜂蜜芥末醬/鄉村醬/蒜味美乃滋/凱薩醬 Italian Vinaigrette/ Honey Mustard/ Ranch Dressing/ Aioli/ Caesar Dressing,$ 230,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,火烤雞肉沙拉,Chicken Salad,義式油醋醬/蜂蜜芥末醬/鄉村醬/蒜味美乃滋/凱薩醬 Italian Vinaigrette/ Honey Mustard/ Ranch Dressing/ Aioli/ Caesar Dressing,$ 230,
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,燻鮭魚沙拉,Smoked Salmon Salad,義式油醋醬/蜂蜜芥末醬/鄉村醬/蒜味美乃滋/凱薩醬 Italian Vinaigrette/ Honey Mustard/ Ranch Dressing/ Aioli/ Caesar Dressing,$ 230,(生鮭魚)
斑馬騷莎美義餐廳 高雄文山店_2.json,沙拉,Salad,骰子牛肉沙拉,Diced Beef Salad,,$ 250,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,醡醬,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,醡醬,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,醡醬,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,醡醬,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,榨菜,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,榨菜,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,榨菜,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,榨菜,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,素肉燥,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,素肉燥,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,素肉燥,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,素肉燥,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,綜合,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,綜合,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,綜合,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,乾米粉,,綜合,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,夏季涼皮,,麻醬,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,夏季涼皮,,麻醬,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,夏季涼皮,,原味,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,夏季涼皮,,原味,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,夏季涼皮,,雙醬,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,夏季涼皮,,雙醬,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,夏季涼皮,,辣味,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,夏季涼皮,,辣味,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,夏季涼皮,,當歸湯,,,50,
daniele_HSINCHU_三廠南媽媽涼麵.json,冬季當歸,,榨菜,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,冬季當歸,,榨菜,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,冬季當歸,,當歸麵線,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,冬季當歸,,當歸意麵,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,冬季當歸,,素燥,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,冬季當歸,,素燥,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,冬季當歸,,雙醬,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,冬季當歸,,雙醬,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,冬季當歸,,當歸米粉,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,冬季當歸,,哇沙米,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,小菜,,哇沙米,,,,
daniele_HSINCHU_三廠南媽媽涼麵.json,小菜,,蘿蔔湯,,,30,
daniele_HSINCHU_三廠南媽媽涼麵.json,湯,,蔬菜丸子湯,,,40,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,炒 飯,,,50,一份
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,A 菜,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,白 蝦,,,230,一份
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,炒 麵,,,50,一份
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,空心菜,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,豆鼓蚵,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,炒粄條,,,50,一份
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,地瓜葉,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,酥 蚵,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,白飯,,,10,一碗
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,龍鬚菜,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,炒花枝,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,過 貓,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,炒蝦仁,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,白斬土雞,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,高麗菜,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,鳳梨蝦球,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,薑絲大腸,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,茄子炒九層塔,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,炒檳榔花,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,炒粉腸,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,菠 菜,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,客家小炒,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,炒螺肉,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,小白菜,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,紅燒魚,,,220,一份
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,梅乾扣肉,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,紅 菜,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,魚下巴,,,50,一片
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,鹹蛋苦瓜,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,山 蘇,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,糖醋魚,,,220,一份
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,燜 筍,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,絲瓜蛤蜊,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,炒鹹豬肉,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,炒海瓜子,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,炒鯊魚,,,,
daniele_HSINCHU_Stirfry Yummy.json,客家菜,,白斬三層,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,炒羊肉,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,三杯田雞,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,下水湯,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,麻油豬腰,,,280,一份
daniele_HSINCHU_Stirfry Yummy.json,湯類,,炒三鮮,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,酸菜肚片湯,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,炒山豬肉,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,炸溪哥,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,蚵 湯,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,炸溪蝦,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,糖醋排骨,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,蛤 湯,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,宮保皮蛋,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,香酥肥腸,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,炒鴨腸,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,蔭鼓虱目魚,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,蛋花湯,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,炒蘆筍,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,香酥龍珠,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,金針湯,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,蔥爆牛肉,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,海鮮捲,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,貢丸湯,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,青椒牛肉,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,秋刀魚,,,50,一條
daniele_HSINCHU_Stirfry Yummy.json,湯類,,福菜三層肉湯,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,空心菜牛肉,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,蝦仁蛋,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,田雞湯,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,蚵 蛋,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,韮黃牛肉,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,豬肝湯,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,炒生香菇,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,九層塔蛋,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,虱目魚肚湯,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,炸生香菇,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,菜脯蛋,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,炒鴨血,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,蔥 蛋,,,,
daniele_HSINCHU_Stirfry Yummy.json,湯類,,炒大腸,,,600元,4菜1湯
daniele_HSINCHU_Stirfry Yummy.json,合菜,,炒鴕鳥肉,,,,
daniele_HSINCHU_Stirfry Yummy.json,豆腐類,,炒牛毛肚,,,,
daniele_HSINCHU_Stirfry Yummy.json,豆腐類,,魷魚芹菜,,,,
daniele_HSINCHU_Stirfry Yummy.json,豆腐類,,紅燒豆腐,,,,
daniele_HSINCHU_Stirfry Yummy.json,豆腐類,,炒豬肝,,,,
daniele_HSINCHU_Stirfry Yummy.json,豆腐類,,麻婆豆腐,,,,
daniele_HSINCHU_Stirfry Yummy.json,豆腐類,,宮保雞丁,,,,
daniele_HSINCHU_Stirfry Yummy.json,豆腐類,,脆皮豆腐,,,,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味麵食,,喜喜紅茶,Black tea,,40,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味麵食,,日式漢堡排咖哩義大利麵,Japanese Fried Meat Curry pasta,,260,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味麵食,,可口可樂/雪碧,coca cola or Sprite,,50,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味麵食,,酥炸唐揚雞咖哩義大利麵,Fried Chicken Chop Drumstick Curry pasta,,260,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,HAKKA 擂茶,HAKKA Leicha,,70,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,燉牛肉咖哩義大利麵,Beef Curry pasta,,280,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,日式漢堡排咖哩飯,Japanese Fried Meat Curry Rice,,260,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,柚香氣泡飲,Grapefruit Sparkling Drink,,90,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,墨西哥肉醬伴漢堡排義大利麵,Bolognese Meatloaf pasta with Fried Meat,,260,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,酥炸唐揚雞咖哩飯,Fried Chicken Chop Drumstick Curry Rice,,260,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,美式黑KOPI,Americano,,100,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,墨西哥肉醬伴唐揚雞義大利麵,Bolognese Meatloaf pasta with Fried Chicken Chop,,260,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,燉牛肉咖哩飯,Beef Curry Rice,,280,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,經典原味拿鐵,caffè latte,,120,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,田園蔬菜咖哩義大利麵,Garden Vegetable Curry pasta,,200,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,墨西哥肉醬伴漢堡排飯,Bolognese Meatloaf Rice with Fried Meat,,260,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,經典肉醬義大利麵,Meat Sauce Pasta,,200,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,芙香蘋果果茶,Fruit Tea Apple,,120,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,墨西哥肉醬伴酥炸唐揚雞飯,Bolognese Meatloaf Rice with Fried Chicken Chop,,260,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,焗烤經典肉醬義大利麵,Baked Meat Sauce Pasta,,260,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,玫瑰蜜桃果茶,Fruit Tea Rose And Peach,,120,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,田園蔬菜咖哩飯,Garden Vegetable Curry Rice,,200,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,西西里KOPI,Espresso Romano,,120,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,紅茶歐蕾,Black Tea lait,,120,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,黑糖歐蕾,Brown Sugar lait,,120,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,恬味米食,,可可歐蕾,,,Coco lait,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,喜喜點心,,抹茶歐蕾,matcha lait,,120,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,喜喜點心,,日式昭和焦糖布丁,Japanese Caramel Pudding,,100,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,喜喜點心,,小雞塊,Chicken Nuggets,,50,(5塊)
daniele_HSINCHU_八喜喜恬味所 Bashish.json,喜喜點心,,擂茶歐蕾,Hakka Lei Tea Lait,,130,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,喜喜點心,,阿法奇朵,Affogato,,150,(可不加酒精)
daniele_HSINCHU_八喜喜恬味所 Bashish.json,喜喜點心,,炸馬鈴薯塊,Potato Chips,,60,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,喜喜點心,,美顏擂茶歐蕾,Beauty Hakka Lei Tea Lait,,130,
daniele_HSINCHU_八喜喜恬味所 Bashish.json,喜喜點心,,唐揚炸雞,Japanese Fried Chicken,,130,(6塊)
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,韓式泡菜豬,Pork Belly with Spicy Kimchi,,$120,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,黃金塔塔魚,Fish with Tartar sauce,,$110,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,美式咖啡,American,,$60,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,紅茶、綠茶,Black Tea Green Tea,,$40,(無糖)
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,蜂蜜芥末五花牛,Beef with Honey Mustard sauce,,$110,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,拿鐵咖啡,Latte,,$80,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,伯爵茶,Earl Grey,,$50,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,洋蔥秘醬五花豬,Pork with Onion Sauce,,$100,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,香草拿鐵咖啡,Vanilla Latte,,$90,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,炭培烏龍,Oolong Tea,,$50,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,美式花生牛肉,Peanut Butter Beef Patty,,$100,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,榛果拿鐵咖啡,Hazelnut Latte,,$90,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,火腿起士,Ham and Cheese,,$80,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,蜂蜜檸檬,Lemon Juice with Honey,,$50,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,蜂蜜奶油,Butter and Honey,,$60,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,焦糖拿鐵咖啡,Caramel Latte,,$90,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,百香綠茶,Passion Fruit Green Tea,,$60,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,花生乳酪,Peanut with Cream cheese,,$60,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,太妃拿鐵咖啡,Toffee Nut Latte,,$90,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,柚香綠茶,Grapefruit Green Tea,,$60,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,卡滋巧克力,Hazelnut Chocolate,,$60,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,黑糖拿鐵咖啡,Brown Sugar Latte,,$90,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,職人咖啡,,黑糖歐蕾,Brown Sugar with Milk,,$60,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,炸物點心,,焦糖瑪奇朵,Caramel Macchiato,,$90,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,炸物點心,,紅茶歐蕾,Black Tea with Milk,,$60,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,炸物點心,,伯爵歐蕾,Earl Grey with Milk,,$70,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,炸物點心,,小米奶油球,Fried Cream Balls,,$60,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,炸物點心,,玫瑰紅茶歐蕾,Rose Black Tea with Milk,,$70,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,炸物點心,,原味薯條,Original French fries,,$70,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,炸物點心,,烏龍歐蕾,Oolong Tea with Milk,,$70,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,炸物點心,,花生薯條,Peanut Butter French fries,,$80,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,炸物點心,,荔枝氣泡飲,Litchi Rose Bubble Water,,$80,
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,炸物點心,,泰式酸辣薯條,Thai Cuisine French fries,,$80,🌶️
daniele_HSINCHU_The fun樂房早午餐-早點名店.json,炸物點心,,百香檸檬氣泡飲,Passion Lemon Bubble Water,,$80,
